timestamp,temperature,humidity,pressure,bboxes
1728896907,22.290001,0.000000,101399.046875,
1728896917,22.260000,0.000000,101398.734375,
1728896927,22.240000,0.000000,101402.289062,
1728896937,22.200001,0.000000,101403.445312,
1728896947,22.180000,0.000000,101407.953125,
1728896957,22.150000,0.000000,101403.945312,
1728896967,22.120001,0.000000,101403.875000,
1728896977,22.120001,0.000000,101404.820312,
1728896987,22.100000,0.000000,101406.750000,
1728896997,22.090000,0.000000,101402.718750,
1728897007,22.080000,0.000000,101407.078125,
1728897017,22.049999,0.000000,101407.398438,
1728897027,22.049999,0.000000,101407.000000,
1728897037,22.030001,0.000000,101407.976562,
1728897047,22.020000,0.000000,101411.101562,
1728897057,22.000000,0.000000,101406.914062,
1728897067,22.000000,0.000000,101407.187500,
1728897077,22.000000,0.000000,101407.992188,
1728897087,21.990000,0.000000,101404.640625,
1728897097,21.990000,0.000000,101404.906250,
1728897107,21.980000,0.000000,101403.304688,
1728897117,21.969999,0.000000,101403.859375,
1728897127,21.969999,0.000000,101406.718750,
1728897137,21.969999,0.000000,101404.406250,
1728897147,21.959999,0.000000,101409.562500,
1728897157,21.969999,0.000000,101406.843750,
1728897167,21.969999,0.000000,101401.984375,
1728897177,21.959999,0.000000,101405.640625,
1728897187,21.959999,0.000000,101404.281250,
1728897197,21.980000,0.000000,101406.968750,
1728897207,21.980000,0.000000,101408.164062,
1728897217,21.980000,0.000000,101406.414062,
1728897227,21.980000,0.000000,101406.812500,
1728897237,21.980000,0.000000,101406.281250,
1728897247,21.980000,0.000000,101406.687500,
1728897257,21.980000,0.000000,101405.062500,
1728897267,21.980000,0.000000,101406.281250,
1728897277,21.980000,0.000000,101408.718750,
1728897287,21.969999,0.000000,101408.593750,
1728897297,21.969999,0.000000,101408.742188,
1728897307,21.969999,0.000000,101407.109375,
1728897317,21.969999,0.000000,101405.765625,
1728897327,21.969999,0.000000,101406.562500,
1728897337,21.980000,0.000000,101402.625000,
1728897347,21.969999,0.000000,101405.484375,
1728897357,21.980000,0.000000,101402.234375,
1728897367,22.000000,0.000000,101407.187500,
1728897377,21.990000,0.000000,101406.664062,
1728897387,22.000000,0.000000,101409.625000,
1728897397,22.000000,0.000000,101407.468750,
1728897407,22.000000,0.000000,101406.789062,
1728897417,21.990000,0.000000,101407.742188,
1728897427,21.990000,0.000000,101398.828125,
1728897437,21.980000,0.000000,101400.328125,
1728897447,21.969999,0.000000,101401.156250,
1728897457,21.980000,0.000000,101404.257812,
1728897467,21.969999,0.000000,101405.210938,
1728897477,21.980000,0.000000,101401.406250,
1728897487,21.969999,0.000000,101406.562500,
1728897497,21.980000,0.000000,101406.140625,
1728897507,21.990000,0.000000,101411.125000,
1728897517,22.000000,0.000000,101408.140625,
1728897527,22.010000,0.000000,101408.148438,
1728897537,22.010000,0.000000,101406.250000,
1728897547,22.020000,0.000000,101409.078125,
1728897557,22.030001,0.000000,101405.140625,
1728897567,22.020000,0.000000,101405.421875,
1728897577,22.020000,0.000000,101402.718750,
1728897587,22.010000,0.000000,101408.546875,
1728897597,22.020000,0.000000,101405.968750,
1728897607,22.010000,0.000000,101406.921875,
1728897617,22.020000,0.000000,101408.125000,
1728897627,22.000000,0.000000,101407.312500,
1728897637,22.000000,0.000000,101402.578125,
1728897647,22.010000,0.000000,101400.953125,
1728897657,22.010000,0.000000,101402.304688,
1728897667,22.010000,0.000000,101402.062500,
1728897677,22.010000,0.000000,101400.953125,
1728897687,22.010000,0.000000,101403.414062,
1728897697,22.020000,0.000000,101400.562500,
1728897707,22.020000,0.000000,101401.234375,
1728897717,22.020000,0.000000,101402.031250,
1728897727,22.030001,0.000000,101407.296875,
1728897737,22.020000,0.000000,101409.078125,
1728897747,22.010000,0.000000,101401.515625,
1728897757,22.000000,0.000000,101401.500000,
1728897767,22.000000,0.000000,101403.406250,
1728897777,21.990000,0.000000,101405.984375,
1728897787,21.990000,0.000000,101403.835938,
1728897797,21.990000,0.000000,101405.984375,
1728897807,22.000000,0.000000,101406.789062,
1728897817,21.990000,0.000000,101405.312500,
1728897827,22.000000,0.000000,101402.578125,
1728897837,22.000000,0.000000,101404.085938,
1728897847,22.000000,0.000000,101407.312500,
1728897857,21.990000,0.000000,101403.007812,
1728897867,22.000000,0.000000,101405.843750,
1728897877,22.010000,0.000000,101401.109375,
1728897887,22.020000,0.000000,101402.984375,
1728897897,22.020000,0.000000,101403.937500,
1728897907,22.030001,0.000000,101400.812500,
1728897917,22.030001,0.000000,101400.257812,
1728897927,22.040001,0.000000,101402.414062,
1728897937,22.040001,0.000000,101404.718750,
1728897947,22.030001,0.000000,101401.609375,
1728897957,22.030001,0.000000,101398.781250,
1728897967,22.030001,0.000000,101402.164062,
1728897977,22.040001,0.000000,101406.070312,
1728897987,22.049999,0.000000,101402.664062,
1728897997,22.049999,0.000000,101402.664062,
1728898007,22.049999,0.000000,101401.984375,
1728898017,22.040001,0.000000,101402.140625,
1728898027,22.040001,0.000000,101398.632812,
1728898037,22.030001,0.000000,101402.289062,
1728898047,22.030001,0.000000,101403.640625,
1728898057,22.030001,0.000000,101402.289062,
1728898067,22.030001,0.000000,101395.804688,
1728898077,22.040001,0.000000,101399.437500,
1728898087,22.040001,0.000000,101399.984375,
1728898097,22.030001,0.000000,101401.210938,
1728898107,21.299999,0.000000,101286.781250,
1728898117,22.040001,0.000000,101400.656250,
1728898127,22.040001,0.000000,101406.070312,
1728898137,22.049999,0.000000,101404.968750,
1728898147,22.040001,0.000000,101398.078125,
1728898157,22.040001,0.000000,101400.109375,
1728898167,22.049999,0.000000,101399.960938,
1728898177,22.059999,0.000000,101401.156250,
1728898187,22.059999,0.000000,101402.914062,
1728898197,22.059999,0.000000,101399.656250,
1728898207,22.070000,0.000000,101399.906250,
1728898217,22.070000,0.000000,101398.437500,
1728898227,22.049999,0.000000,101393.875000,
1728898237,22.049999,0.000000,101400.085938,
1728898247,22.049999,0.000000,101396.984375,
1728898257,22.059999,0.000000,101398.187500,
1728898267,22.049999,0.000000,101398.328125,
1728898277,22.040001,0.000000,101393.078125,
1728898287,22.059999,0.000000,101400.484375,
1728898297,22.059999,0.000000,101396.554688,
1728898307,22.049999,0.000000,101394.828125,
1728898317,22.049999,0.000000,101396.859375,
1728898327,22.049999,0.000000,101394.828125,
1728898337,22.049999,0.000000,101394.281250,
1728898347,22.049999,0.000000,101395.906250,
1728898357,22.040001,0.000000,101395.781250,
1728898367,22.049999,0.000000,101394.156250,
1728898377,22.040001,0.000000,101395.656250,
1728898387,22.040001,0.000000,101394.578125,
1728898397,22.030001,0.000000,101396.875000,
1728898407,22.010000,0.000000,101392.593750,
1728898417,22.020000,0.000000,101396.500000,
1728898427,22.010000,0.000000,101393.398438,
1728898437,22.000000,0.000000,101393.109375,
1728898447,22.000000,0.000000,101394.742188,
1728898457,22.000000,0.000000,101399.078125,
1728898467,21.990000,0.000000,101400.304688,
1728898477,21.990000,0.000000,101397.078125,
1728898487,22.000000,0.000000,101398.000000,
1728898497,21.990000,0.000000,101395.570312,
1728898507,22.000000,0.000000,101392.718750,
1728898517,22.000000,0.000000,101401.500000,
1728898527,21.990000,0.000000,101400.453125,
1728898537,21.990000,0.000000,101398.546875,
1728898547,21.980000,0.000000,101400.328125,
1728898557,21.980000,0.000000,101397.218750,
1728898567,21.969999,0.000000,101398.453125,
1728898577,21.980000,0.000000,101399.523438,
1728898587,21.969999,0.000000,101399.671875,
1728898597,21.969999,0.000000,101396.296875,
1728898607,21.969999,0.000000,101401.304688,
1728898617,21.959999,0.000000,101394.812500,
1728898627,21.959999,0.000000,101393.609375,
1728898637,21.950001,0.000000,101396.867188,
1728898647,21.940001,0.000000,101394.468750,
1728898657,21.950001,0.000000,101394.437500,
1728898667,21.950001,0.000000,101392.414062,
1728898677,21.940001,0.000000,101394.593750,
1728902804,23.120001,0.000000,101398.109375,
1728902814,23.340000,0.000000,101400.695312,
1728902824,23.540001,0.000000,101402.375000,
1728902834,23.719999,0.000000,101397.960938,
1728902844,23.870001,0.000000,101399.156250,
1728902854,24.010000,0.000000,101403.250000,
1728902864,24.129999,0.000000,101404.406250,
1728902874,24.260000,0.000000,101402.406250,
1728902884,24.440001,0.000000,101399.695312,
1728902894,24.799999,0.000000,101400.625000,
1728902904,24.959999,0.000000,101401.343750,
1728902914,25.110001,0.000000,101404.250000,
1728902924,25.250000,0.000000,101405.039062,
1728902934,25.330000,0.000000,101399.437500,
1728902944,25.450001,0.000000,101406.773438,
1728902954,25.500000,0.000000,101399.000000,
1728902964,25.610001,0.000000,101400.648438,
1728902974,25.740000,0.000000,101402.531250,
1728902984,25.700001,0.000000,101403.343750,
1728902994,25.680000,0.000000,101399.468750,
1728903004,25.740000,0.000000,101399.250000,
1728903014,25.860001,0.000000,101404.125000,
1728903024,25.860001,0.000000,101400.718750,
1728903034,25.850000,0.000000,101399.812500,
1728903044,25.969999,0.000000,101398.437500,
1728903054,25.980000,0.000000,101400.992188,
1728903064,25.969999,0.000000,101400.476562,
1728903074,25.980000,0.000000,101397.984375,
1728903084,25.959999,0.000000,101399.562500,
1728903094,25.959999,0.000000,101400.515625,
1728903104,25.950001,0.000000,101399.046875,
1728903114,25.930000,0.000000,101403.734375,
1728903124,25.950001,0.000000,101400.406250,
1728903134,26.020000,0.000000,101398.101562,
1728903144,26.040001,0.000000,101401.132812,
1728903154,26.100000,0.000000,101397.781250,
1728903164,26.170000,0.000000,101406.390625,
1728903174,26.190001,0.000000,101397.617188,
1728903184,26.110001,0.000000,101397.335938,
1728903194,26.059999,0.000000,101399.445312,
1728903204,26.080000,0.000000,101397.984375,
1728903214,26.070000,0.000000,101401.039062,
1728903224,26.040001,0.000000,101399.656250,
1728903234,26.000000,0.000000,101399.109375,
1728903244,25.950001,0.000000,101399.328125,
1728903254,26.030001,0.000000,101393.296875,
1728903264,25.980000,0.000000,101395.546875,
1728903274,25.940001,0.000000,101395.406250,
1728903284,25.920000,0.000000,101398.218750,
1728903294,25.879999,0.000000,101395.234375,
1728903304,25.840000,0.000000,101397.687500,
1728903314,25.790001,0.000000,101398.390625,
1728903324,25.760000,0.000000,101400.125000,
1728903334,25.850000,0.000000,101402.531250,
1728903344,25.830000,0.000000,101397.968750,
1728903354,25.830000,0.000000,101399.500000,
1728903364,25.780001,0.000000,101401.437500,
1728903374,25.750000,0.000000,101400.726562,
1728903384,25.799999,0.000000,101399.984375,
1728903394,25.809999,0.000000,101400.109375,
1728903404,25.799999,0.000000,101404.625000,
1728903414,25.840000,0.000000,101411.421875,
1728903424,25.830000,0.000000,101404.375000,
1728903434,25.860001,0.000000,101403.328125,
1728903444,25.950001,0.000000,101401.085938,
1728903454,26.040001,0.000000,101399.656250,
1728903464,26.049999,0.000000,101400.851562,
1728903474,26.059999,0.000000,101401.765625,
1728903484,26.030001,0.000000,101399.531250,
1728903494,26.000000,0.000000,101400.468750,
1728903504,25.980000,0.000000,101398.109375,
1728903514,25.969999,0.000000,101402.921875,
1728903524,25.959999,0.000000,101397.796875,
1728903534,25.990000,0.000000,101403.671875,
1728903544,26.040001,0.000000,101402.656250,
1728903554,26.070000,0.000000,101402.679688,
1728903564,26.030001,0.000000,101405.140625,
1728903574,26.070000,0.000000,101406.484375,
1728903584,26.080000,0.000000,101400.593750,
1728903594,26.080000,0.000000,101402.359375,
1728903604,26.090000,0.000000,101403.671875,
1728903614,26.080000,0.000000,101399.632812,
1728903624,26.129999,0.000000,101403.406250,
1728903634,26.110001,0.000000,101400.734375,
1728903644,26.100000,0.000000,101400.382812,
1728903654,26.110001,0.000000,101401.578125,
1728903664,26.139999,0.000000,101397.640625,
1728903674,26.209999,0.000000,101399.453125,
1728903684,26.270000,0.000000,101399.492188,
1728903694,26.340000,0.000000,101401.445312,
1728903704,26.370001,0.000000,101404.156250,
1728903714,26.340000,0.000000,101401.281250,
1728903724,26.309999,0.000000,101400.179688,
1728903734,26.270000,0.000000,101400.859375,
1728903744,26.219999,0.000000,101402.921875,
1728903754,26.219999,0.000000,101402.796875,
1728903764,26.190001,0.000000,101398.695312,
1728903774,26.170000,0.000000,101402.031250,
1728903784,26.139999,0.000000,101404.046875,
1728903794,26.120001,0.000000,101398.812500,
1728903804,26.080000,0.000000,101397.875000,
1728903814,26.059999,0.000000,101397.796875,
1728903824,26.219999,0.000000,101398.320312,
1728903834,26.270000,0.000000,101405.054688,
1728903844,26.250000,0.000000,101400.781250,
1728903854,26.180000,0.000000,101397.101562,
1728903864,26.100000,0.000000,101396.703125,
1728903874,26.049999,0.000000,101399.328125,
1728903884,25.990000,0.000000,101400.359375,
1728903894,25.990000,0.000000,101395.187500,
1728903904,25.959999,0.000000,101400.640625,
1728903914,25.920000,0.000000,101398.218750,
1728903924,25.870001,0.000000,101400.156250,
1728903934,25.820000,0.000000,101397.617188,
1728903944,25.770000,0.000000,101397.234375,
1728903954,25.740000,0.000000,101397.203125,
1728903964,25.690001,0.000000,101399.828125,
1728903974,25.670000,0.000000,101395.273438,
1728903984,25.670000,0.000000,101401.953125,
1728903994,25.610001,0.000000,101399.007812,
1728904004,25.600000,0.000000,101397.296875,
1728904014,25.570000,0.000000,101401.343750,
1728904024,25.540001,0.000000,101401.429688,
1728904034,25.510000,0.000000,101399.640625,
1728904044,25.680000,0.000000,101394.429688,
1728904054,25.889999,0.000000,101394.507812,
1728904064,26.049999,0.000000,101401.367188,
1728904074,26.090000,0.000000,101400.546875,
1728904084,25.980000,0.000000,101397.312500,
1728904094,25.940001,0.000000,101396.484375,
1728904104,25.900000,0.000000,101394.742188,
1728904114,25.889999,0.000000,101392.187500,
1728904124,25.980000,0.000000,101393.625000,
1728904134,25.969999,0.000000,101395.156250,
1728904144,25.940001,0.000000,101393.765625,
1728904154,25.910000,0.000000,101393.906250,
1728904164,25.900000,0.000000,101395.828125,
1728904174,25.870001,0.000000,101400.843750,
1728904184,25.809999,0.000000,101403.226562,
1728904194,25.750000,0.000000,101395.804688,
1728904204,25.719999,0.000000,101399.062500,
1728904214,25.700001,0.000000,101402.781250,
1728904224,25.660000,0.000000,101403.757812,
1728904234,25.600000,0.000000,101399.734375,
1728904244,25.570000,0.000000,101400.382812,
1728904254,25.510000,0.000000,101397.593750,
1728904264,25.459999,0.000000,101397.890625,
1728904274,25.469999,0.000000,101400.328125,
1728904284,25.459999,0.000000,101400.765625,
1728904294,25.440001,0.000000,101401.093750,
1728904304,25.430000,0.000000,101400.453125,
1728904314,25.400000,0.000000,101400.023438,
1728904324,25.389999,0.000000,101399.226562,
1728904334,25.360001,0.000000,101400.953125,
1728904344,25.360001,0.000000,101400.828125,
1728904354,25.340000,0.000000,101398.312500,
1728904364,25.330000,0.000000,101400.914062,
1728904374,25.320000,0.000000,101400.000000,
1728904384,25.330000,0.000000,101403.640625,
1728904394,25.379999,0.000000,101398.031250,
1728904404,25.469999,0.000000,101400.046875,
1728904414,25.459999,0.000000,101400.210938,
1728904424,25.440001,0.000000,101397.015625,
1728904434,25.400000,0.000000,101397.140625,
1728904444,25.370001,0.000000,101403.789062,
1728904454,25.330000,0.000000,101405.953125,
1728904464,25.309999,0.000000,101401.000000,
1728904474,25.260000,0.000000,101403.726562,
1728904484,25.250000,0.000000,101399.296875,
1728904494,25.400000,0.000000,101399.062500,
1728904504,25.570000,0.000000,101402.984375,
1728904514,25.690001,0.000000,101400.500000,
1728904524,25.820000,0.000000,101401.820312,
1728904534,25.879999,0.000000,101401.195312,
1728904544,25.850000,0.000000,101394.921875,
1728904554,25.799999,0.000000,101394.421875,
1728904564,25.770000,0.000000,101394.515625,
1728904600,25.600000,37.161133,101392.531250,
1728904610,25.559999,39.581055,101397.421875,
